بیم,55
قوی,34
سعادت,31
خان,10
بالش,10
تتق,9
دوا,7
تاش,4
خاقان,4
خانم,2
قلاووز,2
بیگ,2
یای,2
کاکل,2
خاتون,2
فرما,1
ترجمان,1
بیم,1.0
قوی,0.6181818181818182
<PIL.Image.Image image mode=RGB size=1600x800 at 0x7F0EDD9B2E30>
